食品・農水産・外食	回転寿司
食品・農水産・外食	焼肉・ラーメン
食品・農水産・外食	カフェ
食品・農水産・外食	中食・弁当
食品・農水産・外食	給食・フードサービス
医薬・医療・ヘルスケア	医薬品（新薬）
医薬・医療・ヘルスケア	後発医薬品
医薬・医療・ヘルスケア	CRO・CDMO
医薬・医療・ヘルスケア	創薬ベンチャー・バイオ
医薬・医療・ヘルスケア	医療機器
医薬・医療・ヘルスケア	臨床検査・検査受託
医薬・医療・ヘルスケア	調剤薬局
医薬・医療・ヘルスケア	医療機関・医療サービス
医薬・医療・ヘルスケア	介護
医薬・医療・ヘルスケア	動物用医薬・ペット医療
医薬・医療・ヘルスケア	化粧品
医薬・医療・ヘルスケア	トイレタリー・日用品
医薬・医療・ヘルスケア	健康食品・サプリメント
素材・化学	総合化学
素材・化学	石油化学
素材・化学	電子材料
素材・化学	機能性樹脂・フィルム
素材・化学	塗料・インキ
素材・化学	産業ガス
素材・化学	触媒
素材・化学	繊維
素材・化学	紙・パルプ
素材・化学	セメント・生コン
素材・化学	ガラス
素材・化学	セラミックス
素材・化学	炭素・カーボン
素材・化学	合成ゴム
素材・化学	接着剤
資源・エネルギー・鉄鋼金属	石油元売り
資源・エネルギー・鉄鋼金属	資源開発
資源・エネルギー・鉄鋼金属	LNG
資源・エネルギー・鉄鋼金属	電力
資源・エネルギー・鉄鋼金属	新電力
資源・エネルギー・鉄鋼金属	都市ガス
資源・エネルギー・鉄鋼金属	再生可能エネルギー
資源・エネルギー・鉄鋼金属	原子力
資源・エネルギー・鉄鋼金属	鉄鋼
資源・エネルギー・鉄鋼金属	非鉄金属
資源・エネルギー・鉄鋼金属	アルミ
資源・エネルギー・鉄鋼金属	電線・ケーブル
資源・エネルギー・鉄鋼金属	レアメタル・レアアース
資源・エネルギー・鉄鋼金属	金属リサイクル
建設・住宅・不動産	ゼネコン
建設・住宅・不動産	サブコン（電気・空調・設備）
建設・住宅・不動産	プラントエンジニアリング
建設・住宅・不動産	道路・舗装
建設・住宅・不動産	土木・インフラ維持
建設・住宅・不動産	ハウスメーカー
建設・住宅・不動産	分譲マンション
建設・住宅・不動産	不動産デベロッパー
建設・住宅・不動産	不動産仲介・流通
建設・住宅・不動産	賃貸管理
建設・住宅・不動産	ビル管理・不動産サービス
建設・住宅・不動産	住宅設備機器
建設・住宅・不動産	建材
建設・住宅・不動産	家具・インテリア
建設・住宅・不動産	オフィス家具
建設・住宅・不動産	物流施設
運輸・物流	鉄道
運輸・物流	航空
運輸・物流	空港
運輸・物流	海運
運輸・物流	港湾・ターミナル
運輸・物流	陸運・トラック
運輸・物流	宅配便
運輸・物流	倉庫・3PL
運輸・物流	国際物流・フォワーダー
運輸・物流	引っ越し
運輸・物流	タクシー・バス
運輸・物流	レンタカー・カーシェア
メディア・広告・エンタメ	広告代理店
メディア・広告・エンタメ	印刷
メディア・広告・エンタメ	出版
メディア・広告・エンタメ	新聞
メディア・広告・エンタメ	テレビ・ラジオ
メディア・広告・エンタメ	ケーブルテレビ
メディア・広告・エンタメ	映画
メディア・広告・エンタメ	音楽
メディア・広告・エンタメ	アニメ
メディア・広告・エンタメ	キャラクター・IP
メディア・広告・エンタメ	芸能・マネジメント
メディア・広告・エンタメ	スポーツビジネス
サービス・生活関連	人材派遣
サービス・生活関連	人材紹介・求人メディア
サービス・生活関連	アウトソーシング・BPO
サービス・生活関連	コンサルティング
サービス・生活関連	監査法人・会計
サービス・生活関連	法律・知財サービス
サービス・生活関連	調査・マーケティング
サービス・生活関連	テーマパーク・レジャー
サービス・生活関連	ホテル
サービス・生活関連	旅行
サービス・生活関連	ブライダル
サービス・生活関連	フィットネス
サービス・生活関連	パチンコ・アミューズメント
サービス・生活関連	公営競技
サービス・生活関連	学習塾・予備校
サービス・生活関連	通信教育・EdTech
サービス・生活関連	語学
サービス・生活関連	大学・専門学校
サービス・生活関連	保育・幼児教育
サービス・生活関連	冠婚葬祭
サービス・生活関連	警備
サービス・生活関連	ビルメンテナンス・清掃
サービス・生活関連	廃棄物処理・環境リサイクル
サービス・生活関連	水処理・上下水道
サービス・生活関連	クリーニング
サービス・生活関連	美容・理容
サービス・生活関連	ペット関連
サービス・生活関連	家事代行・生活支援
